td_defense_pct_red,td_total_attempted_against_red,td_total_landed_against_red,td_defense_pct_blue,td_total_attempted_against_blue,td_total_landed_against_blue,sig_str_defense_pct_red,sig_str_total_attempted_against_red,sig_str_total_landed_against_red,sig_str_defense_pct_blue,sig_str_total_attempted_against_blue,sig_str_total_landed_against_blue,td_accuracy_pct_red,td_accuracy_pct_blue,sig_str_accuracy_pct_red,sig_str_accuracy_pct_blue,kd_pm_red,kd_total_red,kd_pm_blue,kd_total_blue,sig_str_landed_pm_red,sig_str_landed_total_red,sig_str_landed_pm_blue,sig_str_landed_total_blue,sig_str_absorbed_pm_red,sig_str_absorbed_total_red,sig_str_absorbed_pm_blue,sig_str_absorbed_total_blue,sig_str_attempted_pm_red,sig_str_attempted_total_red,sig_str_attempted_pm_blue,sig_str_attempted_total_blue,leg_str_pm_red,leg_str_total_red,leg_str_pm_blue,leg_str_total_blue,head_str_pm_red,head_str_total_red,head_str_pm_blue,head_str_total_blue,body_str_pm_red,body_str_total_red,body_str_pm_blue,body_str_total_blue,clinch_str_pm_red,clinch_str_total_red,clinch_str_pm_blue,clinch_str_total_blue,td_landed_pm_red,td_landed_total_red,td_landed_pm_blue,td_landed_total_blue,td_attempted_pm_red,td_attempted_total_red,td_attempted_pm_blue,td_attempted_total_blue,td_defended_pm_red,td_defended_total_red,td_defended_pm_blue,td_defended_total_blue,control_pm_red,control_total_red,control_pm_blue,control_total_blue,sub_att_pm_red,sub_att_total_red,sub_att_pm_blue,sub_att_total_blue,reverse_pm_red,reverse_total_red,reverse_pm_blue,reverse_total_blue,total_fight_time_red,total_fight_time_blue,age_red,age_blue,height_red,height_blue,reach_red,reach_blue,date,event_location,weight_class,title_fight,performance_bonus_winner,fight_otn_bonus,method,winner,winner_name,kd_total_diff,kd_pm_diff,sig_str_landed_total_diff,sig_str_landed_pm_diff,sig_str_absorbed_total_diff,sig_str_absorbed_pm_diff,sig_str_attempted_total_diff,sig_str_attempted_pm_diff,leg_str_total_diff,leg_str_pm_diff,head_str_total_diff,head_str_pm_diff,body_str_total_diff,body_str_pm_diff,clinch_str_total_diff,clinch_str_pm_diff,td_landed_total_diff,td_landed_pm_diff,td_attempted_total_diff,td_attempted_pm_diff,control_total_diff,control_pm_diff,sub_att_total_diff,sub_att_pm_diff,reverse_total_diff,reverse_pm_diff,age_diff,height_diff,reach_diff,sig_str_defense_pct_diff,sig_str_accuracy_pct_diff,td_accuracy_pct_diff,td_defense_pct_diff,avg_fight_min_red,avg_fight_min_blue,avg_fight_min_diff,total_bonus_red,total_bonus_blue,total_bonus_diff,elo_red,elo_blue,elo_red_proba,elo_blue_proba,elo_diff,elo_pred,glicko_red,glicko_blue,glicko_rd_red,glicko_rd_blue,glicko_proba_red,glicko_proba_blue,glicko_diff,glicko_pred,rating_agree,math_red,math_blue,months_since_red,months_since_blue,months_since_diff,win_streak_red,lose_streak_red,win_streak_blue,lose_streak_blue,win_pct_red,win_pct_blue,num_fights_red,num_fights_blue,num_wins_red,num_wins_blue,num_losses_red,num_losses_blue,num_fights_diff,win_streak_diff,lose_streak_diff,wins_diff,losses_diff,win_pct_diff,decision_wins_red,ko_wins_red,sub_wins_red,decision_wins_blue,ko_wins_blue,sub_wins_blue,decision_wins_diff,ko_wins_diff,sub_wins_diff,decision_losses_red,ko_losses_red,sub_losses_red,decision_losses_blue,ko_losses_blue,sub_losses_blue,decision_losses_diff,ko_losses_diff,sub_losses_diff,max_elo_win_red,max_elo_win_blue,max_glicko_win_red,max_glicko_win_blue,ko_pct_red,dec_pct_red,sub_pct_red,ko_pct_blue,dec_pct_blue,sub_pct_blue,ko_pct_diff,dec_pct_diff,sub_pct_diff,womens_fight,ratio_td_red,ratio_td_blue,ratio_control_red,ratio_control_blue,ratio_sigstrike_red,ratio_sigstrike_blue,ratio_td_diff,ratio_control_diff,ratio_sigstrike_diff,red_title_fights,blue_title_fights,red_title_wins,blue_title_wins,red_title_losses,blue_title_losses,red_title_win_pct,blue_title_win_pct,event_age,fighter_red,fighter_blue,red_fighter_stats,blue_fighter_stats,open_blue,close1_blue,close2_blue,open_red,close1_red,close2_red,event_date,og_blue_name,og_red_fighter,dec_open_red,dec_close1_red,dec_close2_red,dec_open_blue,dec_close1_blue,dec_close2_blue,dec_fair_open_red,dec_fair_open_blue,proba_fair_open_red,proba_fair_open_blue,pimp_open_red,pimp_open_blue,dec_fair_close1_red,dec_fair_close1_blue,proba_fair_close1_red,proba_fair_close1_blue,pimp_close1_red,pimp_close1_blue,dec_fair_close2_red,dec_fair_close2_blue,proba_fair_close2_red,proba_fair_close2_blue,pimp_close2_red,pimp_close2_blue,juice_open_red,juice_close1_red,juice_close2_red,juice_open_blue,juice_close1_blue,juice_close2_blue,proba_fair_open_diff,proba_fair_close1_diff,proba_fair_close2_diff,line_movement_close1_red,line_movement_close1_blue,line_movement_close2_red,line_movement_close2_blue,red_ud_to_fav_close1,red_ud_to_fav_close2,red_stayed_fav_close1,red_stayed_fav_close2,red_fav_to_ud_close1,red_fav_to_ud_close2,red_stayed_dog_close1,red_stayed_dog_close2,blue_ud_to_fav_close1,blue_ud_to_fav_close2,blue_stayed_fav_close1,blue_stayed_fav_close2,blue_fav_to_ud_close1,blue_fav_to_ud_close2,blue_stayed_dog_close1,blue_stayed_dog_close2,red_fighter_odds,blue_fighter_odds
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,26.0,29.0,75.0,80.0,77.0,80.0,2005-02-05, USA,Heavyweight,1.0,0.0,0.0,"SUB, Ankle Lock",1.0,Andrei Arlovski,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,-5.0,-3.0,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7624.0,andrei arlovski,tim sylvia,Andrei Arlovski,Tim Sylvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.0,31.0,70.0,71.0,72.0,68.0,2005-02-05, USA,Welterweight,0.0,0.0,0.0,U-DEC,1.0,Karo Parisyan,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,-1.0,4.0,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7624.0,karo parisyan,chris lytle,Karo Parisyan,Chris Lytle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,0.0,,,,0.6470588235294117,17.0,6.0,,,,0.0,,0.35294117647058826,,0.0,0.0,,,2.535211267605634,6.0,,,1.267605633802817,3.0,,,7.183098591549296,17.0,,,1.267605633802817,3.0,,,0.8450704225352113,2.0,,,0.4225352112676056,1.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.4225352112676056,1.0,,,0.0,0.0,,,2.3666666666666667,0.0,34.0,27.0,72.0,73.0,74.0,,2005-02-05, USA,Middleweight,1.0,0.0,0.0,"KO/TKO, Punches",1.0,Evan Tanner,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-1.0,,,,,,0.0,,,0,,,1550.0,1500.0,0.539493241472688,0.46050675852731204,50.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,4,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1500.0,0.0,1500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,,0.0,,0.0,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7624.0,evan tanner,david terrell,Evan Tanner,David Terrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.0,29.0,71.0,69.0,75.0,72.0,2005-02-05, USA,Middleweight,0.0,0.0,0.0,"SUB, Guillotine Choke",1.0,Pete Sell,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,2.0,3.0,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,7624.0,pete sell,phil baroni,Pete Sell,Phil Baroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.33333333333333337,3.0,2.0,,,,0.4,75.0,45.0,,,,0.6666666666666666,,0.6,,0.0,0.0,,,9.0,45.0,,,2.2,11.0,,,15.0,75.0,,,0.0,0.0,,,8.4,42.0,,,0.6,3.0,,,0.0,0.0,,,0.4,2.0,,,0.6,3.0,,,0.2,1.0,,,2.533333333333333,12.666666666666666,,,0.0,0.0,,,0.0,0.0,,,5.0,0.0,30.0,28.0,75.0,72.0,74.0,74.0,2005-02-05, USA,Light Heavyweight,0.0,0.0,0.0,S-DEC,1.0,Tito Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,,,,,0.0,,,0,,,1550.0,1500.0,0.539493241472688,0.46050675852731204,50.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,4,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1500.0,0.0,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,,0.0,,0.0,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,7624.0,tito ortiz,vitor belfort,Tito Ortiz,Vitor Belfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,31.0,27.0,74.0,73.0,77.0,,2005-02-05, USA,Heavyweight,0.0,0.0,0.0,"KO/TKO, Punches",1.0,Paul Buentello,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,1.0,1.0,2.0,0.0,-1.0,1.0,2.0,0.0,7624.0,paul buentello,justin eilers,Paul Buentello,Justin Eilers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3.0,3.0,,,,0.4383561643835616,73.0,41.0,,,,1.0,,0.5616438356164384,,0.22388059701492538,1.0,,,9.17910447761194,41.0,,,4.925373134328358,22.0,,,16.34328358208955,73.0,,,0.6716417910447761,3.0,,,6.044776119402985,27.0,,,2.462686567164179,11.0,,,5.820895522388059,26.0,,,0.6716417910447761,3.0,,,0.6716417910447761,3.0,,,0.22388059701492538,1.0,,,2.1529850746268657,9.616666666666667,,,0.22388059701492538,1.0,,,0.0,0.0,,,4.466666666666667,0.0,31.0,41.0,73.0,73.0,76.0,72.0,2005-04-09, USA,Light Heavyweight,0.0,0.0,0.0,"KO/TKO, Punches",1.0,Rich Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,0.0,4.0,,,,,0.0,,,0,,,1550.0,1500.0,0.539493241472688,0.46050675852731204,50.0,1,1607.082399995158,1500.0,0.05999962067713265,0.06,0.6133803592843723,0.3866196407156277,107.08239999515808,1,1,0,0,6,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1500.0,0.0,1500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,,0.0,,0.0,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7561.0,rich franklin,ken shamrock,Rich Franklin,Ken Shamrock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,26.0,28.0,75.0,76.0,77.0,79.0,2005-04-09, USA,Light Heavyweight,1.0,0.0,0.0,U-DEC,1.0,Forrest Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-1.0,-2.0,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,7561.0,forrest griffin,stephan bonnar,Forrest Griffin,Stephan Bonnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,24.0,29.0,70.0,70.0,72.0,74.0,2005-04-09, USA,Middleweight,1.0,0.0,0.0,"KO/TKO, Punches",1.0,Diego Sanchez,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,0.0,-2.0,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,7561.0,diego sanchez,kenny florian,Diego Sanchez,Kenny Florian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,25.0,36.0,74.0,74.0,,,2005-04-09, USA,Light Heavyweight,0.0,0.0,0.0,U-DEC,1.0,Sam Hoger,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,0.0,,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,7561.0,sam hoger,bobby southworth,Sam Hoger,Bobby Southworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,25.0,30.0,71.0,70.0,73.0,,2005-04-09, USA,Middleweight,0.0,0.0,0.0,"KO/TKO, Punches",1.0,Chris Leben,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,1.0,,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7561.0,chris leben,jason thacker,Chris Leben,Jason Thacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,28.0,37.0,70.0,71.0,73.0,,2005-04-09, USA,Middleweight,0.0,0.0,0.0,"KO/TKO, Punches",1.0,Josh Koscheck,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,-1.0,,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7561.0,josh koscheck,chris sanford,Josh Koscheck,Chris Sanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,33.0,32.0,72.0,69.0,72.0,,2005-04-09, USA,Middleweight,0.0,0.0,0.0,"KO/TKO, Punches",1.0,Nate Quarry,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7561.0,nate quarry,lodune sincaid,Nate Quarry,Lodune Sincaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,26.0,29.0,73.0,75.0,77.0,,2005-04-09, USA,Middleweight,0.0,0.0,0.0,"KO/TKO, Punch",1.0,Mike Swick,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,-2.0,,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7561.0,mike swick,alex schoenauer,Mike Swick,Alex Schoenauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,28.0,24.0,68.0,72.0,66.0,,2005-04-09, USA,Welterweight,0.0,0.0,0.0,"KO/TKO, Punches",1.0,Alex Karalexis,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,-4.0,,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7561.0,alex karalexis,josh rafferty,Alex Karalexis,Josh Rafferty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,40.0,35.0,74.0,72.0,,,2005-04-16, USA,Heavyweight,0.0,0.0,0.0,U-DEC,1.0,Mike van Arsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,1500.0,1500.0,0.5,0.5,0.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7554.0,mike van arsdale,john marsh,Mike van Arsdale,John Marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7142857142857143,7.0,2.0,,,,0.7142857142857143,14.0,4.0,,,,1.0,,0.35294117647058826,,0.0,0.0,,,1.2040133779264215,6.0,,,0.802675585284281,4.0,,,3.411371237458194,17.0,,,0.0,0.0,,,0.802675585284281,4.0,,,0.4013377926421405,2.0,,,0.20066889632107024,1.0,,,0.20066889632107024,1.0,,,0.20066889632107024,1.0,,,0.14448160535117055,0.72,,,0.056856187290969896,0.2833333333333333,,,0.0,0.0,,,0.0,0.0,,,4.983333333333333,0.0,24.0,25.0,71.0,73.0,76.0,,2005-04-16, USA,Welterweight,0.0,0.0,0.0,U-DEC,1.0,Georges St-Pierre,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-2.0,,,,,,0.0,,,0,,,1450.0,1500.0,0.46050675852731204,0.539493241472688,-50.0,0,1500.0,1607.082399995158,0.06,0.05999962067713265,0.3805483172575448,0.6194516827424552,-107.08239999515808,0,1,0,0,6,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,,0.0,,,,,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,7554.0,georges st pierre,jason miller,Georges St-Pierre,Jason Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.33333333333333337,3.0,2.0,,,,0.4,75.0,45.0,,0.0,,0.4074074074074074,,,0.0,0.0,,,2.2,11.0,,,9.0,45.0,,,5.4,27.0,,,0.0,0.0,,,2.2,11.0,,,0.0,0.0,,,0.4,2.0,,,0.0,0.0,,,0.2,1.0,,,0.06799999999999999,0.33999999999999997,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,5.0,28.0,25.0,72.0,71.0,75.0,75.0,2005-04-16, USA,Middleweight,0.0,0.0,0.0,"SUB, Rear Naked Choke",1.0,Joe Doerksen,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,,,,,,0.0,,,0,,1500.0,1450.0,0.539493241472688,0.46050675852731204,50.0,1,1500.0,1500.0,0.06,0.06,0.5,0.5,0.0,1,1,0,0,,6,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,,0.0,,0.0,,,,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,7554.0,joe doerksen,patrick cote,Joe Doerksen,Patrick Cote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
